"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2012/13",3,"Durham","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",55
"2012/13",1,"Northumbria","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",55
"2012/13",1,"Essex","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",55
"2012/13",3,"Metropolitan Police","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",54
"2012/13",2,"Gwent","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",53
"2012/13",1,"Avon and Somerset","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",53
"2012/13",3,"Lancashire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",53
"2012/13",2,"Northamptonshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",52
"2012/13",2,"Northamptonshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",52
"2012/13",2,"Dyfed-Powys","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",51
"2012/13",4,"Surrey","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",51
"2012/13",1,"Cumbria","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",51
"2012/13",2,"Cleveland","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",51
"2012/13",2,"Essex","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",51
"2012/13",3,"North Wales","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",51
"2012/13",1,"Sussex","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",50
"2012/13",3,"Thames Valley","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",50
"2012/13",4,"South Yorkshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",49
"2012/13",2,"Metropolitan Police","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",49
"2012/13",3,"South Yorkshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",49
"2012/13",1,"Lincolnshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",49
"2012/13",4,"Merseyside","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",48
"2012/13",4,"Nottinghamshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",48
"2012/13",1,"Hampshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",47
"2012/13",2,"North Yorkshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",47
"2012/13",3,"Cumbria","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",46
"2012/13",3,"Suffolk","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",46
"2012/13",3,"Cleveland","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",45
"2012/13",1,"Suffolk","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",45
"2012/13",3,"Greater Manchester","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",44
"2012/13",1,"Devon and Cornwall","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",44
"2012/13",3,"Staffordshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",44
"2012/13",3,"Derbyshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",44
"2012/13",2,"Suffolk","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",43
"2012/13",3,"Northumbria","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",42
"2012/13",1,"Cleveland","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",41
"2012/13",2,"Cleveland","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",41
"2012/13",2,"Wiltshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",38
"2012/13",3,"Essex","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",38
"2012/13",3,"Leicestershire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",38
"2012/13",1,"Bedfordshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",38
"2012/13",2,"Warwickshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",38
"2012/13",1,"Metropolitan Police","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",37
"2012/13",2,"Nottinghamshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",37
"2012/13",1,"Essex","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",37
"2012/13",2,"Lincolnshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",37
"2012/13",2,"Essex","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",36
"2012/13",1,"Dyfed-Powys","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",35
"2012/13",1,"Dyfed-Powys","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",35
"2012/13",2,"Lancashire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",35
"2012/13",1,"Cleveland","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",34
"2012/13",3,"Wiltshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",34
"2012/13",3,"Essex","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",34
"2012/13",1,"Warwickshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",33
"2012/13",3,"Warwickshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",31
"2012/13",1,"Merseyside","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",31
"2012/13",2,"Staffordshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",31
"2012/13",2,"Dyfed-Powys","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",31
"2012/13",2,"Kent","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",30
"2012/13",3,"Cleveland","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",30
"2012/13",3,"Northamptonshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",29
"2012/13",1,"Leicestershire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",28
"2012/13",2,"Bedfordshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",28
"2012/13",1,"North Wales","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",28
"2012/13",2,"West Yorkshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",27
"2012/13",4,"Greater Manchester","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",27
"2012/13",1,"Kent","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",27
"2012/13",4,"Northamptonshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",27
"2012/13",2,"Durham","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",26
"2012/13",1,"London, City of","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",26
"2012/13",3,"Nottinghamshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",26
"2012/13",1,"Wiltshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",26
"2012/13",3,"Cumbria","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",26
"2012/13",1,"Staffordshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",26
"2012/13",1,"Gloucestershire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",25
"2012/13",2,"London, City of","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",25
"2012/13",1,"Wiltshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",25
"2012/13",1,"Nottinghamshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",25
"2012/13",2,"North Wales","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",24
"2012/13",3,"Avon and Somerset","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",24
"2012/13",4,"Cumbria","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",24
"2012/13",2,"Derbyshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",23
"2012/13",4,"Lancashire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",23
"2012/13",4,"Staffordshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",23
"2012/13",2,"Sussex","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",22
"2012/13",3,"Northamptonshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",22
"2012/13",2,"Humberside","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",22
"2012/13",4,"Norfolk","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",21
"2012/13",3,"Devon and Cornwall","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",21
"2012/13",2,"Hampshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",21
"2012/13",3,"Hertfordshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",21
"2012/13",3,"Norfolk","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",20
"2012/13",2,"Surrey","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",20
"2012/13",3,"Avon and Somerset","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",20
"2012/13",4,"Metropolitan Police","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",20
"2012/13",1,"Kent","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",20
"2012/13",2,"Cambridgeshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",19
"2012/13",3,"Sussex","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",19
"2012/13",1,"Humberside","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",19
"2012/13",1,"North Yorkshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",19
"2012/13",1,"Norfolk","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",19
"2012/13",1,"Norfolk","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",19
"2012/13",4,"Cambridgeshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",18
"2012/13",2,"Essex","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",18
"2012/13",1,"Metropolitan Police","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",18
"2012/13",1,"Northumbria","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",17
"2012/13",4,"West Yorkshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",17
"2012/13",3,"Greater Manchester","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",17
"2012/13",3,"Gwent","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",17
"2012/13",3,"Dyfed-Powys","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",17
"2012/13",1,"West Mercia","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",17
"2012/13",1,"South Wales","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",16
"2012/13",3,"West Midlands","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",16
"2012/13",3,"Devon and Cornwall","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",16
"2012/13",1,"Derbyshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",16
"2012/13",2,"Thames Valley","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",15
"2012/13",4,"Cumbria","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",15
"2012/13",3,"Bedfordshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",15
"2012/13",3,"Durham","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",15
"2012/13",4,"Avon and Somerset","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",15
"2012/13",1,"Cleveland","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",15
"2012/13",1,"North Wales","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",15
"2012/13",4,"Hampshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",15
"2012/13",2,"Gwent","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",15
"2012/13",1,"Suffolk","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",15
"2012/13",4,"Northamptonshire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",15
"2012/13",3,"Northumbria","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",14
"2012/13",4,"Cleveland","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",14
"2012/13",2,"Kent","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",14
"2012/13",2,"Wiltshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",14
"2012/13",1,"British Transport Police","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",14
"2012/13",2,"Sussex","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",13
"2012/13",2,"Wiltshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",13
"2012/13",1,"Gwent","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",13
"2012/13",1,"Surrey","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",13
"2012/13",2,"Hertfordshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",12
"2012/13",3,"Merseyside","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",12
"2012/13",4,"West Yorkshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",12
"2012/13",4,"British Transport Police","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",12
"2012/13",3,"Merseyside","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",12
"2012/13",1,"Durham","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",12
"2012/13",3,"Kent","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",12
"2012/13",1,"South Yorkshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",12
"2012/13",1,"Cambridgeshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",12
"2012/13",1,"West Midlands","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",12
"2012/13",2,"West Yorkshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",12
"2012/13",4,"Cheshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",12
"2012/13",2,"West Midlands","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",11
"2012/13",1,"Greater Manchester","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",11
"2012/13",1,"Norfolk","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",11
"2012/13",3,"North Wales","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",11
"2012/13",2,"Merseyside","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",11
"2012/13",1,"West Midlands","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",11
"2012/13",2,"Leicestershire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",11
"2012/13",1,"Lancashire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",11
"2012/13",4,"North Yorkshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",11
"2012/13",4,"Nottinghamshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",10
"2012/13",3,"West Midlands","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",10
"2012/13",4,"Leicestershire","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",10
"2012/13",1,"Essex","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",10
"2012/13",1,"Durham","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",10
"2012/13",2,"Hampshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",10
"2012/13",2,"Suffolk","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",10
"2012/13",2,"South Wales","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",10
"2012/13",2,"Norfolk","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",10
"2012/13",3,"Wiltshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",9
"2012/13",3,"British Transport Police","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",9
"2012/13",1,"Hertfordshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",9
"2012/13",4,"Cumbria","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",9
"2012/13",2,"Dyfed-Powys","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",9
"2012/13",2,"North Wales","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",9
"2012/13",3,"South Wales","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",9
"2012/13",3,"Hampshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",9
"2012/13",2,"British Transport Police","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",9
"2012/13",1,"Derbyshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",9
"2012/13",1,"Dorset","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",9
"2012/13",4,"West Mercia","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",9
"2012/13",2,"Norfolk","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",8
"2012/13",2,"Surrey","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",8
"2012/13",2,"Lincolnshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",8
"2012/13",1,"Cumbria","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",8
"2012/13",1,"Greater Manchester","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",8
"2012/13",2,"Cheshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",8
"2012/13",3,"Staffordshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",8
"2012/13",1,"Sussex","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",8
"2012/13",1,"London, City of","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",8
"2012/13",1,"Staffordshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",8
"2012/13",4,"Cleveland","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",8
"2012/13",4,"Gloucestershire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",8
"2012/13",4,"Surrey","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",7
"2012/13",3,"Avon and Somerset","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",7
"2012/13",3,"Cambridgeshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",7
"2012/13",3,"West Yorkshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",7
"2012/13",2,"Northumbria","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",7
"2012/13",3,"Cambridgeshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",7
"2012/13",3,"North Yorkshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",7
"2012/13",3,"Suffolk","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",7
"2012/13",2,"Metropolitan Police","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",7
