"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2019/20",2,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",427
"2021/22",2,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",427
"2019/20",3,"Merseyside","Other offences against the State or public order","Public order offences","Public order offences","66",427
"2022/23",2,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",427
"2019/20",1,"Merseyside","Other offences against the State or public order","Public order offences","Public order offences","66",427
"2014/15",1,"South Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",426
"2018/19",2,"Dyfed-Powys","Public fear, alarm or distress","Public order offences","Public order offences","9A",426
"2013/14",2,"Lancashire","Public fear, alarm or distress","Public order offences","Public order offences","9A",425
"2012/13",4,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",425
"2019/20",3,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",424
"2013/14",3,"Sussex","Public fear, alarm or distress","Public order offences","Public order offences","9A",424
"2017/18",3,"Bedfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",424
"2019/20",4,"North Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",424
"2023/24",1,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",423
"2017/18",2,"Merseyside","Other offences against the State or public order","Public order offences","Public order offences","66",423
"2013/14",1,"Greater Manchester","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",422
"2021/22",1,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",422
"2020/21",2,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",422
"2012/13",1,"Humberside","Public fear, alarm or distress","Public order offences","Public order offences","9A",421
"2016/17",3,"West Midlands","Other offences against the State or public order","Public order offences","Public order offences","66",421
"2016/17",1,"Staffordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",421
"2020/21",2,"Cheshire","Other offences against the State or public order","Public order offences","Public order offences","66",420
"2022/23",2,"Essex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",420
"2021/22",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",420
"2020/21",3,"Essex","Other offences against the State or public order","Public order offences","Public order offences","66",419
"2022/23",1,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",418
"2020/21",2,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",418
"2020/21",4,"Leicestershire","Other offences against the State or public order","Public order offences","Public order offences","66",417
"2012/13",2,"Suffolk","Public fear, alarm or distress","Public order offences","Public order offences","9A",417
"2018/19",2,"North Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",417
"2013/14",2,"Sussex","Public fear, alarm or distress","Public order offences","Public order offences","9A",416
"2022/23",3,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",416
"2014/15",4,"Cheshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",413
"2016/17",1,"Cambridgeshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",413
"2019/20",1,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",412
"2020/21",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",412
"2022/23",2,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",411
"2021/22",3,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",411
"2012/13",1,"Devon and Cornwall","Other offences against the State or public order","Public order offences","Public order offences","66",411
"2020/21",2,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",410
"2014/15",4,"Surrey","Public fear, alarm or distress","Public order offences","Public order offences","9A",410
"2019/20",4,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",410
"2017/18",1,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",410
"2019/20",1,"Essex","Other offences against the State or public order","Public order offences","Public order offences","66",410
"2022/23",4,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",409
"2017/18",4,"Wiltshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",409
"2016/17",4,"Wiltshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",409
"2023/24",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",409
"2019/20",4,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",409
"2017/18",2,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",408
"2017/18",2,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",407
"2023/24",1,"Devon and Cornwall","Other offences against the State or public order","Public order offences","Public order offences","66",407
"2022/23",2,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",407
"2018/19",3,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",406
"2020/21",2,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",406
"2021/22",1,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",406
"2023/24",1,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",405
"2012/13",4,"Greater Manchester","Other offences against the State or public order","Public order offences","Public order offences","66",404
"2017/18",2,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",403
"2015/16",3,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",403
"2019/20",2,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",403
"2022/23",2,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",403
"2021/22",1,"Merseyside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",402
"2019/20",1,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",402
"2014/15",3,"Surrey","Public fear, alarm or distress","Public order offences","Public order offences","9A",402
"2017/18",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",402
"2013/14",1,"Humberside","Public fear, alarm or distress","Public order offences","Public order offences","9A",401
"2016/17",2,"Bedfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",401
"2017/18",1,"Bedfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",401
"2012/13",1,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",401
"2021/22",2,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",401
"2020/21",1,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",401
"2019/20",3,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",400
"2023/24",1,"Merseyside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",400
"2015/16",2,"Gwent","Public fear, alarm or distress","Public order offences","Public order offences","9A",400
"2013/14",3,"West Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",400
"2012/13",2,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",400
"2012/13",1,"Suffolk","Public fear, alarm or distress","Public order offences","Public order offences","9A",399
"2022/23",1,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",399
"2023/24",1,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",398
"2021/22",1,"Cleveland","Other offences against the State or public order","Public order offences","Public order offences","66",398
"2013/14",2,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",398
"2012/13",1,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",398
"2023/24",1,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",397
"2013/14",1,"Merseyside","Public fear, alarm or distress","Public order offences","Public order offences","9A",397
"2015/16",1,"West Mercia","Public fear, alarm or distress","Public order offences","Public order offences","9A",396
"2020/21",4,"South Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",396
"2013/14",1,"West Midlands","Other offences against the State or public order","Public order offences","Public order offences","66",396
"2018/19",2,"Cheshire","Other offences against the State or public order","Public order offences","Public order offences","66",396
"2020/21",2,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",396
"2022/23",3,"Cleveland","Other offences against the State or public order","Public order offences","Public order offences","66",395
"2013/14",4,"West Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",395
"2022/23",2,"Devon and Cornwall","Other offences against the State or public order","Public order offences","Public order offences","66",395
"2019/20",3,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",394
"2017/18",1,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",394
"2021/22",3,"Merseyside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",394
"2021/22",2,"Essex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",394
"2018/19",3,"North Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",394
"2020/21",2,"Essex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",394
"2015/16",1,"West Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",394
"2014/15",3,"West Midlands","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",394
"2012/13",2,"Cheshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",394
"2014/15",2,"South Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",392
"2018/19",4,"Derbyshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",392
"2018/19",1,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",392
"2022/23",2,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",392
"2021/22",2,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",391
"2020/21",3,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",391
"2014/15",1,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",390
"2018/19",1,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",390
"2012/13",3,"Humberside","Public fear, alarm or distress","Public order offences","Public order offences","9A",390
"2020/21",2,"Cleveland","Other offences against the State or public order","Public order offences","Public order offences","66",390
"2017/18",2,"Bedfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",390
"2018/19",1,"Essex","Other offences against the State or public order","Public order offences","Public order offences","66",390
"2018/19",3,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",389
"2012/13",1,"Lancashire","Public fear, alarm or distress","Public order offences","Public order offences","9A",389
"2016/17",1,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",389
"2018/19",1,"Cheshire","Other offences against the State or public order","Public order offences","Public order offences","66",389
"2012/13",2,"West Midlands","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",388
"2014/15",1,"Merseyside","Public fear, alarm or distress","Public order offences","Public order offences","9A",388
"2022/23",1,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",387
"2013/14",4,"Greater Manchester","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",386
"2021/22",2,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",386
"2022/23",4,"Devon and Cornwall","Other offences against the State or public order","Public order offences","Public order offences","66",386
"2014/15",3,"West Midlands","Other offences against the State or public order","Public order offences","Public order offences","66",386
"2021/22",3,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",386
"2022/23",2,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",386
"2022/23",4,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",385
"2021/22",3,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",385
"2022/23",1,"Devon and Cornwall","Other offences against the State or public order","Public order offences","Public order offences","66",385
"2015/16",1,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",385
"2020/21",1,"Merseyside","Other offences against the State or public order","Public order offences","Public order offences","66",385
"2013/14",3,"Greater Manchester","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",384
"2021/22",2,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",384
"2023/24",1,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",383
"2012/13",3,"Suffolk","Public fear, alarm or distress","Public order offences","Public order offences","9A",383
"2021/22",3,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",383
"2012/13",2,"Hertfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",383
"2012/13",3,"Sussex","Public fear, alarm or distress","Public order offences","Public order offences","9A",382
"2021/22",3,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",382
"2019/20",4,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",382
"2021/22",4,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",381
"2014/15",4,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",381
"2022/23",2,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",381
"2020/21",1,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",381
"2012/13",3,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",380
"2016/17",4,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",380
"2022/23",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",380
"2018/19",1,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",380
"2022/23",1,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",379
"2022/23",3,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",379
"2014/15",1,"Kent","Other offences against the State or public order","Public order offences","Public order offences","66",378
"2016/17",3,"Durham","Public fear, alarm or distress","Public order offences","Public order offences","9A",378
"2022/23",3,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",378
"2020/21",2,"Northumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",378
"2020/21",1,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",378
"2013/14",1,"Sussex","Public fear, alarm or distress","Public order offences","Public order offences","9A",377
"2016/17",4,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",377
"2017/18",1,"Merseyside","Other offences against the State or public order","Public order offences","Public order offences","66",377
"2016/17",2,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",377
"2022/23",4,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",376
"2018/19",2,"Essex","Other offences against the State or public order","Public order offences","Public order offences","66",376
"2017/18",2,"Dorset","Public fear, alarm or distress","Public order offences","Public order offences","9A",376
"2021/22",1,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",375
"2013/14",4,"Norfolk","Public fear, alarm or distress","Public order offences","Public order offences","9A",375
"2020/21",1,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",375
"2020/21",1,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",374
"2018/19",3,"Dyfed-Powys","Public fear, alarm or distress","Public order offences","Public order offences","9A",374
"2013/14",3,"West Midlands","Other offences against the State or public order","Public order offences","Public order offences","66",374
"2022/23",4,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",374
"2015/16",3,"Kent","Other offences against the State or public order","Public order offences","Public order offences","66",374
"2017/18",2,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",374
"2019/20",3,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",374
"2018/19",2,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",373
"2012/13",3,"Merseyside","Public fear, alarm or distress","Public order offences","Public order offences","9A",373
"2018/19",2,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",373
"2013/14",3,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",373
"2014/15",4,"Suffolk","Public fear, alarm or distress","Public order offences","Public order offences","9A",373
"2018/19",4,"Northamptonshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",373
"2014/15",2,"Kent","Other offences against the State or public order","Public order offences","Public order offences","66",372
"2023/24",1,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",372
"2018/19",3,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",372
"2017/18",2,"Leicestershire","Other offences against the State or public order","Public order offences","Public order offences","66",372
"2019/20",4,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",372
"2020/21",4,"Essex","Other offences against the State or public order","Public order offences","Public order offences","66",372
"2012/13",3,"Lancashire","Public fear, alarm or distress","Public order offences","Public order offences","9A",372
"2012/13",2,"Devon and Cornwall","Other offences against the State or public order","Public order offences","Public order offences","66",371
"2022/23",1,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",371
"2017/18",2,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",371
"2017/18",2,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",370
"2017/18",4,"Leicestershire","Other offences against the State or public order","Public order offences","Public order offences","66",370
"2020/21",3,"South Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",370
"2017/18",4,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",370
"2012/13",2,"South Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",370
"2022/23",3,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",370
"2014/15",2,"Humberside","Public fear, alarm or distress","Public order offences","Public order offences","9A",370
"2017/18",1,"Leicestershire","Other offences against the State or public order","Public order offences","Public order offences","66",369
"2019/20",2,"Lincolnshire","Other offences against the State or public order","Public order offences","Public order offences","66",368
"2018/19",2,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",368
"2016/17",3,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",368
"2021/22",3,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",368
"2015/16",4,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",368
"2019/20",2,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",367
"2016/17",2,"Merseyside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",367
"2023/24",1,"Sussex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",367
"2018/19",2,"Northamptonshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",367
"2019/20",2,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",367
"2018/19",4,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",367
"2016/17",3,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",367
"2021/22",1,"Essex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",366
"2022/23",3,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",366
"2016/17",2,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",366
"2019/20",1,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",366
"2022/23",3,"Merseyside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",366
"2022/23",1,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",365
"2015/16",2,"Cumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",365
"2012/13",3,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",365
"2022/23",3,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",365
"2012/13",4,"West Midlands","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",365
"2018/19",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",365
"2018/19",3,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",364
"2021/22",4,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",364
"2019/20",1,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",364
"2014/15",3,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",364
"2017/18",4,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",364
"2013/14",4,"Merseyside","Public fear, alarm or distress","Public order offences","Public order offences","9A",363
"2019/20",2,"Cheshire","Other offences against the State or public order","Public order offences","Public order offences","66",363
"2022/23",3,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",363
"2021/22",4,"Lancashire","Other offences against the State or public order","Public order offences","Public order offences","66",363
"2017/18",1,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",363
"2015/16",3,"West Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",362
"2017/18",3,"Leicestershire","Other offences against the State or public order","Public order offences","Public order offences","66",362
"2019/20",2,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",362
"2016/17",3,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",362
"2016/17",4,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",362
"2016/17",2,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",361
"2018/19",3,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",361
"2018/19",1,"Lincolnshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",361
"2012/13",3,"Greater Manchester","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",361
"2022/23",2,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",361
"2018/19",2,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",360
"2020/21",1,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",360
"2022/23",4,"Merseyside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",360
"2016/17",1,"Bedfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",360
"2022/23",2,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",359
"2013/14",1,"Lancashire","Public fear, alarm or distress","Public order offences","Public order offences","9A",359
"2015/16",4,"Northumbria","Other offences against the State or public order","Public order offences","Public order offences","66",359
"2022/23",1,"Essex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",359
"2012/13",4,"Merseyside","Public fear, alarm or distress","Public order offences","Public order offences","9A",359
"2015/16",4,"Staffordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",358
"2016/17",2,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",358
"2019/20",1,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",357
"2014/15",1,"Nottinghamshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",357
"2022/23",4,"Thames Valley","Other offences against the State or public order","Public order offences","Public order offences","66",357
"2014/15",2,"Northumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",356
"2014/15",3,"South Yorkshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",356
"2017/18",3,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",356
"2013/14",1,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",356
"2013/14",2,"Kent","Other offences against the State or public order","Public order offences","Public order offences","66",356
"2015/16",2,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",356
"2015/16",2,"Kent","Other offences against the State or public order","Public order offences","Public order offences","66",356
"2018/19",3,"Essex","Other offences against the State or public order","Public order offences","Public order offences","66",356
"2023/24",1,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",356
"2012/13",3,"West Midlands","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",356
"2021/22",3,"Essex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",355
"2021/22",2,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",355
"2020/21",2,"Staffordshire","Other offences against the State or public order","Public order offences","Public order offences","66",355
"2021/22",1,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",354
"2021/22",2,"Sussex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",354
"2021/22",1,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",353
"2018/19",1,"Dyfed-Powys","Public fear, alarm or distress","Public order offences","Public order offences","9A",353
"2017/18",1,"Hampshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",353
"2021/22",2,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",353
"2021/22",1,"British Transport Police","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",352
"2015/16",1,"Cheshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",352
"2016/17",4,"Nottinghamshire","Other offences against the State or public order","Public order offences","Public order offences","66",352
"2015/16",2,"Staffordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",352
"2015/16",3,"Staffordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",352
"2015/16",2,"Humberside","Public fear, alarm or distress","Public order offences","Public order offences","9A",352
"2019/20",4,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",351
"2021/22",1,"Lancashire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",351
"2018/19",2,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",351
"2012/13",1,"West Midlands","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",351
"2021/22",2,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",351
"2014/15",1,"Hertfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",350
"2020/21",2,"Sussex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",350
"2021/22",4,"West Mercia","Other offences against the State or public order","Public order offences","Public order offences","66",350
"2017/18",2,"Cleveland","Public fear, alarm or distress","Public order offences","Public order offences","9A",350
"2019/20",1,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",350
"2021/22",4,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",349
"2020/21",3,"Sussex","Other offences against the State or public order","Public order offences","Public order offences","66",349
"2022/23",2,"Sussex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",349
"2016/17",1,"Cumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",349
"2018/19",2,"Avon and Somerset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",349
"2017/18",2,"Hampshire","Other offences against the State or public order","Public order offences","Public order offences","66",349
"2016/17",1,"Leicestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",348
"2019/20",4,"Thames Valley","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",348
"2014/15",3,"Cumbria","Public fear, alarm or distress","Public order offences","Public order offences","9A",348
"2013/14",2,"Hertfordshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",347
"2023/24",1,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",347
"2014/15",3,"Cheshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",347
"2020/21",3,"Humberside","Other offences against the State or public order","Public order offences","Public order offences","66",347
