"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2014/15",1,"Hampshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",474
"2015/16",4,"Surrey","Other criminal damage","Criminal damage and arson","Criminal damage","58D",474
"2021/22",4,"Cheshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",474
"2012/13",2,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",473
"2015/16",4,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",473
"2019/20",2,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",473
"2021/22",2,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",473
"2013/14",1,"Durham","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",472
"2013/14",1,"Nottinghamshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",472
"2012/13",3,"West Mercia","Other criminal damage","Criminal damage and arson","Criminal damage","58D",472
"2019/20",2,"Cumbria","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",472
"2017/18",2,"Derbyshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",472
"2021/22",3,"Wiltshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",471
"2017/18",4,"North Wales","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",471
"2022/23",4,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",471
"2022/23",2,"Dorset","Other criminal damage","Criminal damage and arson","Criminal damage","58D",471
"2021/22",4,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",471
"2021/22",3,"Cheshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",471
"2022/23",1,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",471
"2014/15",3,"Humberside","Other criminal damage","Criminal damage and arson","Criminal damage","58D",471
"2016/17",3,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",471
"2015/16",3,"Staffordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",471
"2021/22",4,"Cambridgeshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",470
"2023/24",1,"Northamptonshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",470
"2022/23",2,"Cleveland","Other criminal damage","Criminal damage and arson","Criminal damage","58D",470
"2017/18",4,"Lincolnshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",470
"2016/17",2,"Derbyshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",470
"2016/17",4,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",470
"2021/22",1,"North Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",470
"2022/23",4,"North Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",470
"2015/16",2,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",470
"2020/21",4,"South Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",470
"2020/21",4,"Greater Manchester","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",469
"2014/15",4,"West Mercia","Other criminal damage","Criminal damage and arson","Criminal damage","58D",469
"2018/19",2,"West Yorkshire","Arson not endangering life","Criminal damage and arson","Arson","56B",469
"2014/15",2,"Nottinghamshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",468
"2022/23",2,"South Wales","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",468
"2019/20",4,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",468
"2019/20",3,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",468
"2019/20",4,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",468
"2013/14",4,"Merseyside","Other criminal damage","Criminal damage and arson","Criminal damage","58D",468
"2012/13",4,"Avon and Somerset","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",468
"2020/21",4,"Derbyshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",468
"2014/15",2,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",467
"2020/21",2,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",467
"2021/22",3,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",467
"2019/20",4,"Leicestershire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",467
"2017/18",2,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",467
"2021/22",4,"Durham","Other criminal damage","Criminal damage and arson","Criminal damage","58D",467
"2014/15",1,"Surrey","Other criminal damage","Criminal damage and arson","Criminal damage","58D",467
"2016/17",1,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",466
"2016/17",2,"Cambridgeshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",466
"2015/16",4,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",466
"2017/18",1,"Wiltshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",466
"2014/15",3,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",466
"2017/18",2,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",466
"2020/21",2,"Wiltshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",466
"2016/17",4,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",465
"2014/15",1,"Nottinghamshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",465
"2015/16",1,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",465
"2013/14",4,"South Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",465
"2022/23",1,"South Wales","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",465
"2012/13",4,"Lancashire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",465
"2018/19",3,"Lincolnshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",465
"2012/13",2,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",465
"2016/17",3,"Leicestershire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",465
"2021/22",1,"Wiltshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",464
"2020/21",2,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",464
"2021/22",2,"Suffolk","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",464
"2019/20",4,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",464
"2014/15",2,"Durham","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",464
"2019/20",2,"Cleveland","Other criminal damage","Criminal damage and arson","Criminal damage","58D",464
"2020/21",2,"Cumbria","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",464
"2023/24",1,"Lincolnshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",464
"2021/22",2,"South Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",464
"2016/17",4,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",464
"2013/14",4,"West Mercia","Other criminal damage","Criminal damage and arson","Criminal damage","58D",464
"2023/24",1,"Northamptonshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",464
"2017/18",3,"Suffolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",463
"2015/16",3,"Dyfed-Powys","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",463
"2015/16",4,"Hertfordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",463
"2021/22",4,"Lincolnshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",463
"2017/18",3,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",463
"2013/14",2,"West Mercia","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",463
"2014/15",4,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",463
"2020/21",1,"Dorset","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",463
"2020/21",3,"Devon and Cornwall","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",463
"2020/21",4,"Northamptonshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",463
"2017/18",1,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",463
"2017/18",1,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",463
"2022/23",1,"Greater Manchester","Arson not endangering life","Criminal damage and arson","Arson","56B",462
"2018/19",1,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",462
"2019/20",3,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",462
"2021/22",4,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",462
"2019/20",2,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",462
"2019/20",2,"Wiltshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",462
"2022/23",1,"Avon and Somerset","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",462
"2021/22",2,"Lincolnshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",462
"2015/16",3,"Nottinghamshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",462
"2018/19",1,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",462
"2016/17",4,"South Yorkshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",461
"2022/23",3,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",461
"2017/18",4,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",461
"2017/18",1,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",461
"2016/17",4,"Cumbria","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",461
"2019/20",1,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",461
"2019/20",2,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",461
"2017/18",1,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",461
"2013/14",4,"West Mercia","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",461
"2019/20",2,"North Yorkshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",461
"2022/23",2,"Cheshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",461
"2013/14",2,"Hampshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",461
"2021/22",2,"Gloucestershire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",460
"2012/13",2,"Staffordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",460
"2013/14",1,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",460
"2018/19",3,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",460
"2012/13",4,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",460
"2014/15",4,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",460
"2019/20",1,"Dorset","Other criminal damage","Criminal damage and arson","Criminal damage","58D",460
"2015/16",4,"Leicestershire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",459
"2020/21",1,"Cambridgeshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",459
"2015/16",4,"Avon and Somerset","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",459
"2020/21",1,"Gwent","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",459
"2021/22",2,"Wiltshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",459
"2014/15",3,"West Mercia","Other criminal damage","Criminal damage and arson","Criminal damage","58D",459
"2019/20",2,"Hampshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",459
"2018/19",4,"Lancashire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",459
"2022/23",4,"Norfolk","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",459
"2013/14",1,"Cheshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",459
"2016/17",4,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",459
"2012/13",3,"Northamptonshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",458
"2019/20",3,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",458
"2021/22",2,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",458
"2016/17",2,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",458
"2022/23",1,"Suffolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",458
"2014/15",4,"Humberside","Other criminal damage","Criminal damage and arson","Criminal damage","58D",458
"2022/23",3,"North Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",458
"2020/21",2,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",458
"2019/20",1,"North Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",458
"2015/16",2,"Metropolitan Police","Arson not endangering life","Criminal damage and arson","Arson","56B",457
"2020/21",1,"Durham","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",457
"2017/18",1,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",457
"2022/23",4,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",457
"2021/22",3,"Durham","Other criminal damage","Criminal damage and arson","Criminal damage","58D",456
"2022/23",4,"Durham","Other criminal damage","Criminal damage and arson","Criminal damage","58D",456
"2014/15",4,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",456
"2022/23",3,"Cambridgeshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",456
"2018/19",2,"Lancashire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",456
"2021/22",3,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",456
"2013/14",3,"West Mercia","Other criminal damage","Criminal damage and arson","Criminal damage","58D",456
"2015/16",2,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",456
"2022/23",2,"Suffolk","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",456
"2022/23",3,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",456
"2022/23",1,"Staffordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",455
"2019/20",1,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",455
"2017/18",3,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",455
"2018/19",2,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",455
"2016/17",4,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",455
"2013/14",1,"Avon and Somerset","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",455
"2013/14",4,"Durham","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",455
"2018/19",2,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",455
"2019/20",4,"Lincolnshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",455
"2017/18",3,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",455
"2014/15",1,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",455
"2017/18",1,"Metropolitan Police","Arson not endangering life","Criminal damage and arson","Arson","56B",454
"2022/23",1,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",454
"2018/19",1,"Greater Manchester","Arson not endangering life","Criminal damage and arson","Arson","56B",454
"2022/23",4,"Northamptonshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",454
"2019/20",1,"Bedfordshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",454
"2014/15",4,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",454
"2014/15",1,"West Mercia","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",454
"2022/23",2,"Merseyside","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",453
"2018/19",4,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",453
"2013/14",2,"Derbyshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",453
"2022/23",4,"Northamptonshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",453
"2012/13",1,"Devon and Cornwall","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",453
"2016/17",2,"Cambridgeshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",453
"2017/18",2,"Cumbria","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",452
"2017/18",1,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",452
"2019/20",1,"Warwickshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",452
"2017/18",3,"Dyfed-Powys","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",452
"2021/22",1,"Lancashire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",452
"2022/23",3,"Derbyshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",452
"2018/19",3,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",452
"2014/15",2,"Leicestershire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",452
"2018/19",2,"Lincolnshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",452
"2021/22",4,"Suffolk","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",451
"2019/20",1,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",451
"2020/21",4,"North Wales","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",451
"2018/19",4,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",451
"2022/23",1,"Northamptonshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",451
"2012/13",2,"Suffolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",451
"2015/16",1,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",451
"2021/22",3,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",451
"2014/15",1,"Cheshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",451
"2022/23",1,"Durham","Other criminal damage","Criminal damage and arson","Criminal damage","58D",451
"2014/15",4,"Nottinghamshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",451
"2014/15",2,"Derbyshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",451
"2020/21",3,"Bedfordshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",451
"2018/19",3,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",451
"2016/17",1,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",450
"2015/16",4,"North Wales","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",450
"2022/23",3,"South Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",450
"2016/17",4,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",450
"2022/23",3,"Lincolnshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",450
"2021/22",3,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",450
"2022/23",2,"Durham","Other criminal damage","Criminal damage and arson","Criminal damage","58D",450
"2014/15",3,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",449
"2018/19",2,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",449
"2018/19",1,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",449
"2017/18",3,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",449
"2020/21",3,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",449
"2020/21",3,"North Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",449
"2021/22",4,"Hertfordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",449
"2022/23",1,"Wiltshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",449
"2019/20",2,"Suffolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",449
"2013/14",4,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",449
"2020/21",2,"Cleveland","Other criminal damage","Criminal damage and arson","Criminal damage","58D",449
"2019/20",1,"Wiltshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",449
"2021/22",3,"Suffolk","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",449
"2014/15",3,"Hampshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",449
"2014/15",1,"Derbyshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",449
"2016/17",3,"Metropolitan Police","Arson not endangering life","Criminal damage and arson","Arson","56B",449
"2018/19",4,"Northumbria","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",448
"2013/14",1,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",448
"2016/17",4,"Gwent","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",448
"2020/21",3,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",448
"2022/23",2,"Surrey","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",448
"2014/15",2,"Surrey","Other criminal damage","Criminal damage and arson","Criminal damage","58D",448
"2021/22",4,"Cambridgeshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",448
"2018/19",3,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",448
"2022/23",4,"Cambridgeshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",448
"2015/16",2,"Hampshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",448
"2020/21",1,"Northamptonshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",448
"2015/16",3,"North Wales","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",448
"2020/21",2,"Gloucestershire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",448
"2019/20",2,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",447
"2016/17",3,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",447
"2014/15",4,"North Wales","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",447
"2023/24",1,"Staffordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",447
"2019/20",1,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",447
"2018/19",1,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",447
"2012/13",3,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",447
"2021/22",3,"Gloucestershire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2018/19",2,"Northamptonshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2014/15",4,"Sussex","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",446
"2012/13",3,"Nottinghamshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2016/17",2,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",446
"2017/18",1,"Suffolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2023/24",1,"Surrey","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2019/20",1,"North Yorkshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2017/18",4,"Hertfordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2016/17",4,"Cheshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",446
"2014/15",1,"Derbyshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",446
"2014/15",1,"Lancashire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",445
"2017/18",2,"Dorset","Other criminal damage","Criminal damage and arson","Criminal damage","58D",445
"2019/20",1,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",445
"2019/20",4,"Devon and Cornwall","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",444
"2021/22",4,"Cumbria","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",444
"2022/23",2,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",444
"2022/23",2,"Derbyshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",444
"2022/23",3,"Surrey","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",444
"2023/24",1,"Dorset","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",444
"2017/18",4,"Hertfordshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",444
"2012/13",2,"North Wales","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",444
"2019/20",1,"Thames Valley","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",444
"2013/14",2,"Avon and Somerset","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",443
"2020/21",3,"Staffordshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",443
"2015/16",2,"Kent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",443
"2022/23",3,"Northamptonshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",443
"2022/23",3,"South Wales","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",443
"2019/20",3,"Norfolk","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",443
"2020/21",1,"West Mercia","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",443
"2022/23",1,"Gloucestershire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",443
"2015/16",1,"Northamptonshire","Other criminal damage","Criminal damage and arson","Criminal damage","58D",442
"2020/21",1,"North Wales","Other criminal damage","Criminal damage and arson","Criminal damage","58D",442
"2020/21",4,"Norfolk","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",442
"2020/21",1,"Durham","Other criminal damage","Criminal damage and arson","Criminal damage","58D",442
"2012/13",1,"Norfolk","Other criminal damage","Criminal damage and arson","Criminal damage","58D",442
"2012/13",4,"Merseyside","Other criminal damage","Criminal damage and arson","Criminal damage","58D",442
